title,content,url,date,source,category,sub_category
[융합] AI·SW 융합 프로젝트/페스티벌,"경희대학교 SW중심대학사업단에서는 아래와 같이 AI·SW 융합 프로젝트 및 페스티벌을 진행하고자 하오니 관심있는 학생분들의 많은 신청 바랍니다.
1.
목적
: SW
비전공 학생들의 우수
AI·SW
아이디어
,
개발한 앱 또는 자신의 전공에
AI·SW
를 접목한 작품의 전시를 통한
AI·SW
개발능력 향상과 자부심 고취 및 전시회를 통한
AI·SW
기술의 확산 도모
2.
참가대상
:
경희대학교 서울캠퍼스
SW
비전공 재학생
(
장학요건 만족 필요
)
-
소프트웨어융합대학
(
다전공 포함
)
학생 참가 불가
-
각 캠퍼스 별도로 구성
,
개인 또는 팀 참여 가능
(1
인 중복 참가 불가 및 캠퍼스 중복 참가 불가
)
3
[AI·SW
융합 페스티벌
]
행사개요
가
.
일시
-
서울캠퍼스
: ’25
년
6
월
25
일
(
목
)
-
청운관
B117
호
나
.
접수방법
-
구글폼으로 접수 신청
(
https://forms.gle/iPcd14knH1hoNoB76
)
-
발표자료 업로드
다
.
출품작품
: AI·SW
융합 프로젝트 발표
구분
수상팀
상금
최우수상
1
개팀
1,000,000
원
우수상
2
개팀
500,000
원
장려상
3
개팀
300,000
원
인기상
1
개팀
200,000
원
라
.
시상내역
:
상금 및
AI·SW
교육단장상 발급
-
출품현황에 따라 조정가능함
.
5.
문의
: SW
중심대학사업단 허림 학술연구교수
(
rhaw@khu.ac.kr
)
☏
031)201-2961",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2423&page=9,2025-04-01,SW중심대학사업단,event,event_program
2025년 SW중심대학(경희대학교) 사업 논문사사문구,"안녕하세요.
SW중심대학(경희대학교) 2025년 논문 사사문구를 아래와 같이 안내드립니다.
▶ 국문 : ""본 연구는 과학기술정보통신부 및 정보통신기획평가원의
2025년도
SW중심대학사업의 결과로 수행되었음""(2023-0-00042)
▶ 영문 : “This research was supported by the MSIT(Ministry of Science and ICT), Korea, under the National Program for Excellence in
SW)(2023-0-00042) supervised by the IITP(Institute of Information & Communications Technology Planning&Evaluation) in
2025
.”",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2422&page=9,2025-03-25,SW중심대학사업단,academic,academic_schedule
[해외] 2025 상반기 미국 해외 프로그램 학생 선발 (지원마감 : ~4/21),"가. 목적 : 대학과 해외 참여기관의 협력으로 실무 현장 적응력과 창의력을 지닌 글로벌 인재 양성
나. 개요
- 프로그램명: 2025년 상반기 Silicon Valley Global Program
- 근무지: LinkedSpaces사 (
https://linkedspaces.com/
)
- 수행기간 : 2025.06 ~ 2025.08
- 운영 방법: 학기중 6주 온라인 + 방학 중 6주 현장 방문 근무 (일정 변경 가능)
- 선발대상: 소프트웨어융합대학 4학기부터 7학기까지 재학생(전공자 및 다전공자)
- 선발인원: 2명
- 비용지원: 항공료, 체제비 일부
다. 선발기준: 전공지식, 외국어능력(영어), SW역량(TOPCIT)
우대사항: 대외 수상 성과, SW중심대학 프로그램 활동성과, 해외프로그램 미 참여
라. 선발 일정
- 지원 마감: 2025.04.21 (월)
- 1차 서류심사 (이력서, 자기소개서, 증빙문서)
- 2차 면접심사 (전공지식, 외국어, 인성적합성)
- 3차 파견 기관 최종 심사 (온라인)
마. 지원방법: 구글폼 응답
https://forms.gle/RHutehBsnZtGesCU8
- khu 계정으로 로그인해야 구글 응답 가능
바. 문의: SW중심대학사업단 오민석 산학협력중점교수 ( minseok.oh@khu.ac.kr )",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2421&page=9,2025-03-21,SW중심대학사업단,program,exam
2025년 AI·SW KHU-MOOC 온라인 강의 안내 (4.1 ~ 6.30),"대학생 및 일반인 대상의 온라인 과정인
AI
·
SW KHU-MOOC
강의는 경희대학교
SW
중심대학사업단에서 운영하며
,
메타버스
,
사물인터넷
,
빅데이터
,
인공지능 분야의 트랙별 마이크로디그리 일반과정입니다
.
○
강의일정
-
수강신청 및 이수기간
: 2025.4.1(
화
) ~ 2025.6.30.(
수
) /3
개월
○
강의신청
-
강의사이트
(
https://khu-mooc.goorm.io/
)
회원가입후 강의등록 신청 및 수강
○
이수안내
-
교과목별
8
주과정
,
매주
75
분 수준의 콘텐츠 제공
-Core
커리큘럼 이수후
,
트랙별
Advanced
커리큘럼 선택이수
○
마이크로디그리 수여안내
-Core
커리큘럼 및 트랙별
Advanced
커리큘럼 선택이수 완료시
,
메타버스
,
사물인터넷
,
빅데이터
,
인공지능 각각의 마이크로디그리 수여
(
경희대학교
AI·
SW
교육단장 명의의 이수증 발급
)
○
마이크로디그리 교과목",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2420&page=9,2025-03-17,SW중심대학사업단,academic,course_registration
[인턴] 2025년 하반기 ICT학점연계 해외인턴십 모집 안내(소프트웨어융합대학) (~3/…,"정부 지원 학점 연계 해외인턴십 프로그램 하반기 일정과 지원 방법을 안내드립니다.
본 프로그램은 실리콘밸리 등 해외소재 기업을 대상으로 하는 정보통신기술(ICT) 직무 중심의 해외인턴십 프로그램입니다.
소프트웨어융합대학(다전공 포함) 학생들의 많은 관심과 도전을 바랍니다.
1. 지원 마감: 2025.03.31까지
2. 혜택 사항:
- 체제 준비금(정부지원); 왕복항공료(편도당 최대 100만원 한도내), 비자발급수수료, 의료보험 등
- 실습생 수당(기업부담): 월 $2,000 이상
- 실습생 지원금(정부지원); 최대 월 150만원(기업부담 금액별로 차이)
3. 신청 대상: 대학전체 과정 중 75% 이상 이수자(신청일 기준)
4. 인턴 수행 직무
- ICT 직문 기반 인턴 프로젝트 운영
- 소프트웨어 개발 및 구현
5. 신청 방법:
-
https://docs.google.com/forms/d/e/1FAIpQLSdW06uYlnF8HJ7p1fzC_KAh9iL2U2E6x9UP5P0Rbb9CDkKN0Q/viewform
관련 사이트:
홈페이지:
https://ictintern.or.kr/main.do
글로벌과정:
https://ictintern.or.kr/homepage/trainingCompany/companyListG.do
붙임 : 현장실습 지원센터 2025년 하반기 ICT 학점연계 프로젝트 인턴십 글로벌과정 모집안내 공지글
관련 링크 :
경희대 현장실습 지원센터",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2419&page=9,2025-03-13,SW중심대학사업단,academic,internship
2025년 경희 SW나눔봉사단 모집(~3/17),"지역내 초중고 및 성인대상
SW
교육 프로그램에 참여할
SW
전공 학생을 모집합니다
.
<
모집대상
>
소프트웨어융합대학 소속 재학생
(
다전공 포함
)
-
휴학생 및
8
학기 초과학생 불가
-
장학금 지급 대상자
(
직전 학기
12
학점 이상 취득하고
,
성적
2.0
이상인 자
)
<
모집인원
>
-30
명
/
지원자 및 선발기준에 따라 조정될 수 있음
<
활동내용
>
구분
주요내용
지원사항
SW
교육프로그램 운영지원
-
초중등학교 및 일반인 대상
SW
교육 프로그램의 운영 및 실습 지원
시간당 활동비
1
만원 및 교통비
,
식대 등 소요경비 지원
SW
나눔봉사 프로그램 운영
-
지역내 복지관
,
경로당
,
어린이집
,
벽지학교 등
SW
관련 교육 봉사활동 기획 및 운영
기타 교내외
SW
관련 행사운영 지원
-SW
페스티벌
,
각종 행사 등 교내외
SW
관련 행사 및 프로그램의 운영지원
<
활동기간
>
2025.3 ~ 2025.11
<
기타사항
>
-
참여희망 프로그램을 중심으로 다양한 학생들이 참여할 수 있도록 배정하며
,
각각의 프로그램 운영전 오리엔테이션을 실시함
-
선발된 학생은 경희대학교의 위상을 높일 수 있도록 맡은 프로그램에 최선을 다해야 하며
,
성실하게 참여하지 않을 경우 참여 중단 및 제한을 할 수 있음
<
신청 및 문의
>
-
신청기간
: 2025.03.10(
월
) ~ 03.17(
월
)
-
신청방법
:
구글폼 신청
(
https://forms.gle/EGroYybQfgWjWGUF9
) /
본인 학교 이메일로 접속하여 작성
-
관련문의
: SW
중심대학사업단 이명원 산학협력중점교수
(bird@khu.ac.kr)",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2418&page=9,2025-03-07,SW중심대학사업단,scholarship,internal_scholarship
2025년 경희대학교 SW멤버십 모집 (~3/21),"<
모집대상
>
소프트웨어융합대학 소속 재학생
(
다전공 포함
)
-
휴학생 및
7
학기 초과학생 불가
, 2025
년
1,2
학기 모두 재학상태이어야 함
-
장학금 지급 대상자
(
직전 학기
12
학점 이상 취득하고
,
성적
2.0
이상인 자
)
<
모집분야
>
구분
주요내용
선발인원
공모전 그룹
-SW
관련 그룹세미나 등의 활동을 통한
SW
역량 강화
-
교내외
SW
분야 공모전 및 경시대회 참가
-SW
중심대학사업단의 학생대상 행사 참여
20
명
오픈소스 그룹
-SW
관련 그룹세미나 등의 활동을 통한
SW
역량 강화
-
오픈소스 프로젝트 참여를 통한 프로젝트 수행
10
명
합계
30
명
<
활동기간
>
2025.4 ~ 2025.11(
여름방학기간 포함
)
-
활동기간내 중도 포기
(
휴학
,
개인적 사유 등
)
시 장학지원 대상자에서 제외함
<
장학지원
>
-
활동기간 종료후 개인별 활동평가를 통해 최대
100
만원 장학금 지급
-
공모전 그룹
2
명
,
오픈소스 그룹
1
명의 그룹장을 선발하여 장학금
30
만원 추가지원
<
신청 및 문의
>
-
신청기간
: 2025.03.12(
수
) ~ 03.21(
금
)
-
신청방법
:
구글폼 신청
(
https://forms.gle/X7HsFPQfMJThJ3AQA
)
/
본인 학교 이메일로 접속하여 작성
-
관련문의
: SW
중심대학사업단 이명원 산학협력중점교수
(bird@khu.ac.kr)",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2417&page=10,2025-03-07,SW중심대학사업단,scholarship,internal_scholarship
2025년 1학기 SW중심대학 레벨업 멘토링 안내 (~3/21),"1.  대상 : 소프트웨어융합대학 소속 대학원생(멘토)
2.  활동 내용
․ 대학원생의 학부생 멘토링 실시. 멘티학생들과 월 2회 이상의 오프라인 멘토링 실시.
․ 멘토링 주제는 자유주제 (학업, 연구, 생활 모두 가능)
․ 소프트웨어융합대학 소속 대학원생(멘토) / 소프트웨어융합대학 소속 학부생(멘티)
․ 활동 후 결과보고서 및 신청서 제출(활동 사진 포함 및 3장 이상 작성)
3.  멘토 신청 방법
- 신청 방법 : 구글 폼 (
https://forms.gle/nJpk6ArXPuDshHho6
)
- khu 계정으로 로그인해야 구글 응답 가능
- 신청 기간 : 3월 6일 ~ 21일
4.  멘토 수행 기간 : 2024년 4월  ~ 6월
5.  결과보고서 제출 기간 :  4월 15일, 5월 15일, 6월 15일 (총 3회 제출)
7.  제출 서류 : 레벨업 멘토링 결과보고서
8.  제출 방법 : SW중심대학 이메일(swc@khu.ac.kr)
9.  지원 내역(SW중심대학 사업비) : 학생인건비 월 30만원 지급(정부과제 참여율 확인 필요)
․ 석사 13.64% , 박사 10%
․ 1학기 학생인건비는 5월 ~ 7월 지급
0. 제출 시 유의사항
․ 성실하게 작성된 보고서만 지원
․ 지원받는 멘토링 보고서는 SW중심대학 홍보자료 및 홈페이지(e-book)등에 게시할 수 있음",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2416&page=10,2025-03-06,SW중심대학사업단,program,mentoring
2025년 1학기 KHU SW 멘토 모집 안내 (250311 업데이트),"1. 자격요건
- 소프트웨어융합대학 재학생 및 다전공 학생 중 신청할 수업을 이수했거나 이수중인 학생 (휴학생 신청 불가)
- 장학금 지급요건 (8학기 이내 재학, 직전 학기 12학점 이상 이수, 평점 2.0 이상 취득)을 충족
2. 선발인원 : 각 과목 별로 1~5명(최대)
- 이론수업 및 실습수업 40명당 1명
- (41명~80명 : 2명), (81명~120명 : 3명), (121명~160명 : 4명), (161명~200명 : 5명) 까지 가능
3. 지원방법
-
해당 강좌 담당 교수님께 지원 확인 받은 후 3월 12일까지 구글 신청폼 작성
- 구글신청서 :
https://forms.gle/mhswjiUwsTu2YPkm6
- khu 계정으로 로그인해야 구글 응답 가능
4. 활동기간 및 혜택
- 1학기 (3월~6월)
- SW중심대학 장학금 60만원 지급
5. 제출서류 (7월초)
- KHU-SW 멘토 활동보고서 (강의담당교수님 서명 확인 제출 필수)
- 연구인력지원비(장학) 신청서
- 강의계획서
- 개인정보이용동의서
6. 업무
- 수강 학생들의 강의자료 준비 보조, 과제 확인 또는 질의응답 등 담당 교수님이 배정함
- 단, 현재 수강자는 채점 등 성적에 관련된 업무 배정 없음
- 기존 수업도우미와 동일한 프로그램
※ 선발 학생은 학기 말 활동 보고서(교수님 서명 확인) 제출 필수
※ KHU SW멘토 활용 교과목은 수강학생들에게 만족도 조사 진행 예정
7. 문의사항 : SW중심대학사업단 허림 학술연구교수(rhaw@khu.ac.kr)
<소프트웨어융합대학 교과목>
* 기계학습 / 영상처리 (김휘용 교수님) 강좌는 수강시 성적 A-학점 이상만 신청가능합니다.
<후마니타스칼리지 교과목>",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2415&page=10,2025-03-04,SW중심대학사업단,scholarship,internal_scholarship
2025년도 1학기 CTO TALK CONCERT (최신기술콜로키움1) 안내,"2025년도 최신기술콜로키움1 (부제: SW CTO Talk Concert) 과목에서는 다양한 현직에 계시는 산업체분들을 모셔서 학생들에게 실질적인 이야기와 현실적인 조언을 포함하여 강연을 진행합니다.
날짜 : 2025년도 1학기 매주 금요일 오전 10:00 ~ 11:45
세부 강연일정은 첨부된 2025-1 CTO Talk Concert 홍보 포스터를 참고하시기 바라며 많은 참여 부탁드립니다.",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2414&page=10,2025-03-04,SW중심대학사업단,event,seminar
[홍보] 2025 국민행복증진 철도·대중교통·물류 아이디어 공모전 개최,"1.
목적
ㅇ
교통
·
물류 불편을 해소하고
국민 행복 증진을 위한 기술 개발을 위하여
대국민 대상 철도
·
대중교통
·
물류 관련 아이디어 공모
-
국민이 기술
·
아이디어를 제안하고 연구원이 관련 기술 개발
예
) (
국민제안
)
교통약자의 이동을 편리하게 하는 기술이 개발되었으면 좋겠다
.
(
철도연
)
평면승하차를 위한 저상버스
․
트램 기술 개발
2.
일정
ㅇ 공모기간
: 2025
년
2
월
27
일
(
목
) ~ 3
월
19
일
(
수
) 18:00
까지
ㅇ 결과발표
: 2025
년
4
월 중 개별 통지 및 홈페이지 공지
ㅇ 시상일정
: 2025
년
4~5
월 중 개별 통지
ㅇ 월별일정 요약
2
월
3
월
4
월
일정
준비
공모
공모
(
계속
)
1
차 평가
2
차 평가
내부 직원투표
발표 및 시상
(4~5
월
)
※
상세일정은 주최 측 사정에 따라 변경될 수 있음
3.
공모 대상
ㅇ 철도
·
대중교통
·
물류를 이용하고 있는 국민 누구나
4.
공모 주제
구분
세부 주제
안전한 교통
더 안전한 교통 기술 또는 아이디어 제안
“
더 안전한 철도와 대중교통이 되기 위해서는 어떤 기술이 필요할까
?”
편리한 교통
·
물류
더 편리한 교통
·
물류 기술 또는 아이디어 제안
“
집까지 편리하게 이동하려면 지금까지 없던 이런 기술이 필요하겠어
!”
“
더 효율적인 물류 이동을 위한 기술에는 어떤 것이 필요할까
?”
미래 지향적 교통
·
물류
미래 사회 교통
·
물류 시스템에 맞는 기술 또는 아이디어 제안
“
내가 그려보는
2050
년 우리나라 교통
·
물류 시스템의 청사진
”
5.
공모 방법
ㅇ 아래 온라인 링크의 양식을 작성하여 제출
-
https://bit.ly/krri_idea2025
※
1.
참가신청서
2.
개인정보 수집 및 활용동의서
3.
공모전 참가 서약서
(
*
서명란 자필 서명 필수
)
- 첨부 압축파일 참조
※
3
월
19
일
(
수
) 18
시까지 참가 서류가 도착한 경우만 인정
(
서류 미비 시 무효 처리
)
※
다수의 아이디어 응모 가능
※
본 파일 또는 연구원 홈페이지 양식 활용 가능
(
https://www.krri.re.kr/
-
소개
–
공지사항
–
연구원 공지사항
)
6.
심사 방법
ㅇ 선정과정
공모
1
차 평가
2
차 평가
직원투표 및 최우수상 선정
시상
공고일로부터
~ 3. 19.
⇨
3
월
·
심사위원 구성
·
서면 평가
· 2
배수 선정
(16
개
)
⇨
4
월
·
심사위원 구성
·
공모자 보충자료 요청
·
서면 또는 발표평가
·1
배수 내외 선정
(8
개
)
⇨
4
월
·1
배수 대상
직원투표 실시
·1
인당 상위
3
개 선정 투표 진행
-
1등: 100점, 2등: 90점, 3등: 80점, 나머지: 70점
·
점수 합산을 통한 최우수상 선정
- 2차평가 점수(40%)*+직원투표(60%)**
⇨
4~5
월
※
1
차 서면평가 후 상세자료 요청 예정
, 2
차 평가방법
(
서면 또는 발표
)
은 추후 평가 위원회에서 결정
ㅇ 심사기준
구분
심사항목
1
차
창의성
(80) /
제출서류 작성의 충실성
(20)
2
차
중복성
(
유
/
무
) /
기여도 및 파급효과
(100)
직원투표
기술성
,
구현 가능성
7.
시상 내역
구분
포상 인원 및 규모
우수 제안
최우수상
1
명
/
표창장 및
100
만원 상당
우수상
2
명
/
표창장 및
50
만원 상당
장려상
5
명
/
상장 및
20
만원 상당
※
모집된 아이디어 수준과 개수에 따라 포상 인원 및 규모는 조정될 수 있음
8.
문의
ㅇ
KRRI
아이디어 공모 운영 사무국
✆
044-862-7962
✉
krri.idea@gmail.com",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2413&page=10,2025-02-27,SW중심대학사업단,event,competition
2025년 SW중심대학 TOPCIT특별장학금 안내,"2025
년
TOPCIT
활성화를 위해 특별장학금 제도를 안내드립니다
.
TOPCIT(
소프트웨어 역량검정
: Test of Practical Competency in IT) : SW
전공학생
,
재직자 대상으로
SW
산업현장에서 요구하는 실무역량평가 제도
(
과학기술정보통신부 주최
)
입니다
.
성적우수자 포상 및 기업 인재 채용 가산점 혜택이 있으니
,
소프트웨어합대학 학생들의 많은 지원바랍니다
.
○
선발대상
:
소프트웨어융합대학 소속 재학생
(
다전공 포함
)
○
장학금 지급 기준
구분
장학 지급액
1
등
(
총장상 발급
)
100
만원
상위
20%
50
만원
상위
30%
30
만원
상위
50%
20
만원
※
최저 점수
450
점 이상만 장학금 지급 대상
※
필수활동
(
주니어스칼라
,
멤버십
)
학생은 장학 대상자 제외
※
유의사항
: TOPCIT
특별장학금을 수령하려면 반드시 단체접수를 통해야 함
.
개별접수자는
TOPCIT
특별장학 대상에서 제외됨
.
○
2025
년
TOPCIT
정기평가 일정
회차
원서접수
시험일자
성적발표
제
23
회
’25. 4. 14(
월
), 09:00
∼
’25. 4. 25(
금
), 18:00
’25. 5. 24(
토
)
’25. 6. 23(
월
)
제
24
회
’25. 9. 15(
월
), 09:00
∼
’25. 9. 26(
목
), 18:00
’25. 11. 01(
토
)
’25. 12. 01(
월
)
○
기타사항
-
단체접수
:
응시료
(1
만원
)
선납부
,
응시 후 환급
-
추후 홈페이지를 통해서 단체 접수 안내 예정
○
신청 및 문의
-TOPCIT
평가 성적발표 이후 사업단 공지
-
문의사항
: SW
중심대학사업단
(031-201-2959)",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2412&page=10,2025-02-27,SW중심대학사업단,scholarship,internal_scholarship
2025년 1학기 노트북 대여 안내 (3. 10 ~ 6. 27),"#INFO21 아이디로 로그인 하셔야 정상적인 이용이 가능합니다
대여기간 : 2025. 3. 10 ~ 2025. 6. 27
대여대상 : SW융합대학 재학생(다전공 포함)
노트북 강좌 : 소프트웨어융합대학에서 개설된 모든 강의 (수업 실습용으로만 대여 가능)
대여방법
1) SW중심대학사업단 홈페이지 로그인 후,  '장비대여'에서 신청 (선택 가능한 노트북 번호 선택 후 진행)
2) 마이페이지에서 노트북 대여 서약서 인쇄
3) 사용용도 란에 수강 교과목 기입
4) 해당 강좌 교수님 서명 후 사업단 방문하여 노트북 대여
반납 안내
- 6월 27일(금)까지
- 개인이 사용하던 파일 등 자료 삭제 후 반납
기종 안내
1) LG전자 그램14 14Z990-GAA50ML : 14개
- 45번, 52번, 53번 노트북은 윈도우 OS가 설치되어있지 않음에 유의하여 신청 바람.
2) 삼성 갤랙시 북4 NT751XGK-K0J/C : 10개",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2411&page=10,2025-02-27,SW중심대학사업단,program,equipment
2025년 1학기 주니어스칼라 모집 안내(~3/7),"1. 모집기간 :
~3월 7일(금)까지
2. 자격요건
- 경희대학교 국제캠퍼스 소프트웨어융합대학 재학생
- 장학금 지급요건(8학기 이내 재학, 직전 학기 12학점 이상 이수, 평점 2.0 이상 취득 등)을 충족하는 학생
(휴학생, 수료생, 학기초과자(9학기 이상) 신청 불가)
- 학생들이 개인적으로 교수님과 컨택
3. 활동사항
- 학기 말 연구결과보고서 제출 (미제출시 지원혜택 미지급, 차학기 SW중심대학 프로그램 참여불가)
-
논문 작성, TOPCIT응시, KHU소기 작성
- 불성실한 연구활동 시 주니어스칼라 지원이 취소됨
4. 지원혜택 : 1학기당 100만원 장학금지급
5.
지도교수님 구두 확인 후 3월 7일까지 구글신청서 작성
-
https://forms.gle/CttCq5xqa2jcLrFg8
- khu 계정으로 로그인해야 구글 응답 가능
6. 종료 후 제출서류 (7월 초)
- 주니어스칼라 연구결과보고서 (지도교수님 서명 확인 제출 필수)
- 연구인력지원비(장학) 신청서
- 개인정보이용동의서",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2410&page=10,2025-02-26,SW중심대학사업단,scholarship,internal_scholarship
[해외] 2025년 하반기 KIST 유럽 해외프로그램 학생선발 (지원마감 : ~ 3/21),"가. 목 적
- 독일 KIST 유럽 연구소에서 수행하는 SW와 바이오 융합 관련 연구 프로젝트 참여 및 해외 근무 환경 체험을 통하여 창의적인 문제 해결 능력을 보유한 글로벌 인재 육성
나. 개요
- 근무기간 : 2025.08.01 ~ 2026.01.31 (6개월)
- 수행기관 : KIST 유럽 연구소(독일)
- 지원내용 : 왕복항공권, 체류비
- 선발 인원 : 2명
- 지원자격 : 소프트웨어융합대학 4학기부터 7학기까지 재학생 (다전공 포함)
다. 선발 방법
- 신청마감 : 2025. 3. 21
- 1차 서류 심사 : 이력서, 자기소개서, 증빙문서
- 2차 면접 심사 : 전공지식, 외국어능력(영어), 수행업무 적합성
- 3차 파견 기관 심사
라. 신청방법: 구글폼응답(URL):
https://forms.gle/YnBEm1jjGa1dq6347
- khu 계정으로 로그인해야 구글 응답 가능",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2409&page=10,2025-02-25,SW중심대학사업단,program,global
[홍보] [KISIA] 시큐리티아카데미 5기 SK쉴더스트랙 (~3/3 지원마감),"시큐리티아카데미 '기업형(SK쉴더스트랙)' 5기 신청마감  ~3월 3일(월)
시큐리티아카데미란?
- 과학기술정보통신부가 주최하고 한국정보보호산업협회가 주관하는 교육사업입니다.
- 실습 중심의 교육과정을 통해 실무에 즉시 투입 가능한 정보보호 전문인재를 양성하는 채용연계형 교육과정입니다.
'기업형(SK쉴더스트랙)' 교육과정 특징
- 기업이 인재선발, 교육, 채용연계 등 교육 전 과정에 참여하는 기업 주도형 교육과정
- 다수의 인력수요가 있는 기업에 특화된 전문과정(5기 'SK쉴더스' 참여)
모집대상
- 정보보호 분야에서 취업을 희망하는 대학 졸업(예정)자
우대조건
- '25년 8월 기준 졸업자 또는 졸업예정자
- 정보보호 관련 기술 및 자격증 보유자
- 교육 종료 후 취업연계 가능자
접수마감
- 3월 3일(월)
교육일정
1) 직무교육
- 3월 26일(수) ~ 5월 9일(금) (총 11주)
*3월 25일(화) : 입학식 및 교육과정 OT 실시
2) 실무 프로젝트
- 5월 12일(월) ~ 6월 5일(목) (총 7주)
*3주는 직무교육과 병행
3) 인턴연계
- 교육 종료 후 3개월
교육시간
- 10:00 ~ 17:00 (주말 및 공휴일 제외)
교육장소
- KISIA 한국정보보호교육원 (송파구 소재)
교육혜택
- 취업연계 지원
- 전액 무료 교육
- 교육 수당 지급
- 자격증 취득비 지원
- 전용 교육장 제공 및 노트북 대여
- 프로젝트 실습 및 취업 멘토링 실시
신청방법
STEP 1) 구글폼 등록 신청
신청링크 :
https://forms.gle/
3e1R3ygyHGa3vNvv7
STEP 2) 한국정보보호교육원 통합  LMS 지원서 접수
신청링크 :
https://han.gl/kXieA",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2408&page=10,2025-02-14,SW중심대학사업단,job,internship
2025년 TOPCIT 연간 일정 안내,"아래와 같이 2025년 TOPCIT 연간 일정이 정해졌기에 안내드립니다.
올해 주니어스칼라, 멤버십, 해외 프로그램 등을 신청할 학생은 참고하여 접수시작 전 올라오는 개별 공지글 확인 바랍니다.
(※추후 홈페이지통해 단체 접수 안내예정 / TOPCIT 특별장학금의 경우 단체접수를 통해 신청한 학생만 수혜 가능)
회차
접수기간(교내용)
시험일자
제23회
2025. 4. 14(월) ~ 4.
  23(수)
2025. 5. 24(토)
제24회
2025. 9. 15(월) ~ 9.
  24(수)
2025. 11. 1(토)",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2407&page=10,2025-02-04,SW중심대학사업단,scholarship,internal_scholarship
"[홍보] 그렙 「2025 프로그래머스 코드챌린지」 개최 (참가접수: ~2. 5(수), 17…","[2025 프로그래머스 코드챌린지]
1. 참가신청
o (접수 기간)
2/5(수), 17시까지
o (접수 방법)
프로그래머스 코드챌린지 대회페이지 온라인 접수
☞
대회페이지 바로가기
(
2025 프로그래머스 코드챌린지
)
o (지원 자격)
코딩에 관심 있는 누구나 지원 가능 ! * 개인 노트북 지참 필수
2. 온라인 예선
o (진행 날짜)
-
1차 :
2/8(토), 14시 ~ 16시
-
2차 :
2/11(화), 19시 30분 ~ 21시 30분
o (운영 방식)
총 2회 진행되며, 모두 참여해야 본선 지출 가능
o (본선 선발)
다음과 같은 우선 순위에 따라 선발됩니다.
1) 예선 1차, 2차 합산 접수가 높은 순
2) 최고 점수 도달이 빠른 순
3) 제출 횟수가 적은 순
o (출제 문항)
회차당 4문제 / 실제 코딩 테스트에 사용되는 문제들과 유사한 난이도
3. 오프라인 본선
o (대상자)
예선 참가자 중 상위 50명
o (진행 날짜)
2/15(토), 13시 ~ 16시
o (진행 장소)
프로그래머스 강남 강의장
* 서울 강남구 강남대로 388, 지하 2층
o (출제 문항)
4문제 / 온라인 예선에서 출제된 문제보다 더 높은 난이도의 문제
4. 시상식
o (진행 날짜)
2/15(토), 16시 30분 ~ 17시
o (진행 장소 )
프로그래머스 강남 강의장     * 서울 강남구 강남대로 388, 지하 2층
자세한 사항은 홈페이지를 참고하시어 확인 및 문의바랍니다.",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2406&page=10,2025-01-28,SW중심대학사업단,event,competition
[홍보] 2025년도 SW마에스트로 과정 제16기 연수생 모집 공고,"과학기술정보통신부와 정보통신기획평가원에서는 미래를 선도할 디지털 혁신인재 육성을 위해 2025년도 「SW마에스트로」 과정 제16기 연수생 선발계획을
첨부와 같이 공고하오니, SW 분야에 창의적인 재능과 도전정신을 겸비한 분들의 많은 참여 바랍니다.
SW마에스트로 제16기 연수생 모집과 관련하여
SW중심대학 우대사항
을 안내드립니다.
(
SW마에스트로
)
SW마에스트로 연수생 모집 우대사항으로 ""SW중심대학 사업의 우수자""에게 1차 코딩 테스트를 면제하고 있습니다.
이에 따라 각 경희대학교 SW중심대학
우수자(최대 3명) 선정과 관련하여 아래와 같이 신청을 받고자 합니다.
- 신청방법 : SW중심대학사업단
이메일 신청 (이메일 주소 : swc@khu.ac.kr)
- 신청기한 :
2025년 2월 5일까지
- 신청내용에 대한 증빙자료 첨부 요망
신청기한 내 메일을 보내주시면, 내부 심사 후 우수학생 3명을 선발하여 우수학생 추천서를 발급해드리겠습니다.",https://swedu.khu.ac.kr/bbs/board.php?bo_table=07_01&wr_id=2405&page=10,2025-01-13,SW중심대학사업단,program,external_event
